PRISM Time Series Data
Locations: 11
"Climate variables: tmin,tmean,tmax"
Spatial resolution: 4km
Period: 2025-03-01 - 2025-09-01
Dataset: AN91d
PRISM day definition: 24 hours ending at 1200 UTC on the day shown
Grid Cell Interpolation: Off
Time series generated: 2026-May-13
Details: http://www.prism.oregonstate.edu/documents/PRISM_datasets.pdf
Name,Longitude,Latitude,Elevation (ft),Date,tmin (degrees F),tmean (degrees F),tmax (degrees F)
CSUSM,-117.1570,33.1292,794,2025-08-24,66.4,83.0,99.6
CSUSM,-117.1570,33.1292,794,2025-08-25,65.3,75.6,85.9
CSUSM,-117.1570,33.1292,794,2025-08-26,64.3,73.7,83.1
CSUSM,-117.1570,33.1292,794,2025-08-27,63.1,72.5,81.8
CSUSM,-117.1570,33.1292,794,2025-08-28,64.1,75.8,87.5
CSUSM,-117.1570,33.1292,794,2025-08-29,65.4,72.6,79.8
CSUSM,-117.1570,33.1292,794,2025-08-30,66.0,78.2,90.4
CSUSM,-117.1570,33.1292,794,2025-08-31,65.8,76.9,88.0
CSUSM,-117.1570,33.1292,794,2025-09-01,64.3,76.1,87.9

CSUSB,-117.3186,34.1823,1483,2025-03-01,51.1,64.6,78.1
CSUSB,-117.3186,34.1823,1483,2025-03-02,50.0,54.0,58.0
CSUSB,-117.3186,34.1823,1483,2025-03-03,43.1,50.8,58.5
CSUSB,-117.3186,34.1823,1483,2025-03-04,42.0,50.0,58.1
CSUSB,-117.3186,34.1823,1483,2025-03-05,41.5,53.9,66.4
CSUSB,-117.3186,34.1823,1483,2025-03-06,44.6,51.7,58.8
CSUSB,-117.3186,34.1823,1483,2025-03-07,40.1,43.9,47.8
CSUSB,-117.3186,34.1823,1483,2025-03-08,39.5,48.6,57.6
CSUSB,-117.3186,34.1823,1483,2025-03-09,42.4,55.1,67.8
CSUSB,-117.3186,34.1823,1483,2025-03-10,46.7,59.6,72.4
CSUSB,-117.3186,34.1823,1483,2025-03-11,46.5,59.6,72.7
CSUSB,-117.3186,34.1823,1483,2025-03-12,46.4,51.7,56.9
CSUSB,-117.3186,34.1823,1483,2025-03-13,46.9,53.3,59.6
CSUSB,-117.3186,34.1823,1483,2025-03-14,41.7,45.9,50.2
CSUSB,-117.3186,34.1823,1483,2025-03-15,41.2,43.3,45.4
CSUSB,-117.3186,34.1823,1483,2025-03-16,41.1,50.9,60.7
CSUSB,-117.3186,34.1823,1483,2025-03-17,44.0,56.5,69.0
CSUSB,-117.3186,34.1823,1483,2025-03-18,44.6,54.7,64.7
CSUSB,-117.3186,34.1823,1483,2025-03-19,43.1,53.4,63.7
CSUSB,-117.3186,34.1823,1483,2025-03-20,48.9,61.1,73.3
CSUSB,-117.3186,34.1823,1483,2025-03-21,49.7,61.2,72.6
CSUSB,-117.3186,34.1823,1483,2025-03-22,50.9,64.3,77.7
CSUSB,-117.3186,34.1823,1483,2025-03-23,51.4,63.1,74.7
CSUSB,-117.3186,34.1823,1483,2025-03-24,51.4,64.9,78.5
CSUSB,-117.3186,34.1823,1483,2025-03-25,58.0,74.0,90.0
CSUSB,-117.3186,34.1823,1483,2025-03-26,52.9,70.7,88.5
CSUSB,-117.3186,34.1823,1483,2025-03-27,52.7,56.4,60.1
CSUSB,-117.3186,34.1823,1483,2025-03-28,52.6,57.5,62.4
CSUSB,-117.3186,34.1823,1483,2025-03-29,51.5,56.9,62.3
CSUSB,-117.3186,34.1823,1483,2025-03-30,51.1,57.1,63.1
CSUSB,-117.3186,34.1823,1483,2025-03-31,50.8,55.1,59.5
CSUSB,-117.3186,34.1823,1483,2025-04-01,49.9,57.6,65.4
CSUSB,-117.3186,34.1823,1483,2025-04-02,46.3,53.6,60.9
CSUSB,-117.3186,34.1823,1483,2025-04-03,44.3,51.8,59.3
CSUSB,-117.3186,34.1823,1483,2025-04-04,43.0,52.7,62.5
CSUSB,-117.3186,34.1823,1483,2025-04-05,43.2,56.8,70.3
CSUSB,-117.3186,34.1823,1483,2025-04-06,51.0,62.8,74.6
CSUSB,-117.3186,34.1823,1483,2025-04-07,50.5,64.8,79.2
CSUSB,-117.3186,34.1823,1483,2025-04-08,53.2,66.6,79.9
CSUSB,-117.3186,34.1823,1483,2025-04-09,53.3,67.7,82.0
CSUSB,-117.3186,34.1823,1483,2025-04-10,57.2,71.8,86.4
CSUSB,-117.3186,34.1823,1483,2025-04-11,59.0,73.5,88.0
CSUSB,-117.3186,34.1823,1483,2025-04-12,57.5,72.5,87.4
CSUSB,-117.3186,34.1823,1483,2025-04-13,52.8,66.6,80.4
CSUSB,-117.3186,34.1823,1483,2025-04-14,51.2,64.0,76.8
CSUSB,-117.3186,34.1823,1483,2025-04-15,49.7,61.5,73.3
CSUSB,-117.3186,34.1823,1483,2025-04-16,50.1,55.3,60.5
CSUSB,-117.3186,34.1823,1483,2025-04-17,51.1,54.9,58.7
CSUSB,-117.3186,34.1823,1483,2025-04-18,49.2,52.1,55.0
CSUSB,-117.3186,34.1823,1483,2025-04-19,45.0,49.4,53.8
CSUSB,-117.3186,34.1823,1483,2025-04-20,44.4,60.1,75.8
CSUSB,-117.3186,34.1823,1483,2025-04-21,49.6,63.9,78.2
CSUSB,-117.3186,34.1823,1483,2025-04-22,49.1,63.0,77.0
CSUSB,-117.3186,34.1823,1483,2025-04-23,47.5,60.5,73.5
CSUSB,-117.3186,34.1823,1483,2025-04-24,52.1,57.7,63.2
CSUSB,-117.3186,34.1823,1483,2025-04-25,52.5,60.1,67.7
CSUSB,-117.3186,34.1823,1483,2025-04-26,48.9,55.0,61.0
CSUSB,-117.3186,34.1823,1483,2025-04-27,47.2,51.8,56.3
CSUSB,-117.3186,34.1823,1483,2025-04-28,47.7,52.0,56.3
CSUSB,-117.3186,34.1823,1483,2025-04-29,49.3,58.4,67.6
CSUSB,-117.3186,34.1823,1483,2025-04-30,48.9,63.8,78.6
CSUSB,-117.3186,34.1823,1483,2025-05-01,51.4,63.0,74.7
CSUSB,-117.3186,34.1823,1483,2025-05-02,53.9,63.1,72.3
CSUSB,-117.3186,34.1823,1483,2025-05-03,54.4,64.6,74.8
CSUSB,-117.3186,34.1823,1483,2025-05-04,53.5,58.5,63.6
CSUSB,-117.3186,34.1823,1483,2025-05-05,51.4,52.7,53.9
CSUSB,-117.3186,34.1823,1483,2025-05-06,51.8,54.7,57.6
CSUSB,-117.3186,34.1823,1483,2025-05-07,53.5,57.1,60.8
CSUSB,-117.3186,34.1823,1483,2025-05-08,53.5,64.6,75.8
CSUSB,-117.3186,34.1823,1483,2025-05-09,55.2,70.5,85.9
CSUSB,-117.3186,34.1823,1483,2025-05-10,62.5,79.6,96.8
CSUSB,-117.3186,34.1823,1483,2025-05-11,67.0,82.8,98.6
CSUSB,-117.3186,34.1823,1483,2025-05-12,58.8,75.6,92.4
CSUSB,-117.3186,34.1823,1483,2025-05-13,54.3,63.9,73.5
CSUSB,-117.3186,34.1823,1483,2025-05-14,50.9,57.6,64.3
CSUSB,-117.3186,34.1823,1483,2025-05-15,49.4,61.3,73.3
CSUSB,-117.3186,34.1823,1483,2025-05-16,50.8,64.7,78.7
CSUSB,-117.3186,34.1823,1483,2025-05-17,52.9,64.7,76.6
CSUSB,-117.3186,34.1823,1483,2025-05-18,53.7,57.3,60.9
CSUSB,-117.3186,34.1823,1483,2025-05-19,52.7,61.3,70.0
CSUSB,-117.3186,34.1823,1483,2025-05-20,52.1,68.8,85.4
CSUSB,-117.3186,34.1823,1483,2025-05-21,60.8,75.6,90.4
CSUSB,-117.3186,34.1823,1483,2025-05-22,61.5,76.5,91.5
CSUSB,-117.3186,34.1823,1483,2025-05-23,58.1,72.3,86.4
CSUSB,-117.3186,34.1823,1483,2025-05-24,57.1,69.1,81.1
CSUSB,-117.3186,34.1823,1483,2025-05-25,55.4,65.1,74.7
CSUSB,-117.3186,34.1823,1483,2025-05-26,54.3,65.0,75.8
CSUSB,-117.3186,34.1823,1483,2025-05-27,54.4,65.3,76.2
CSUSB,-117.3186,34.1823,1483,2025-05-28,58.2,70.0,81.8
CSUSB,-117.3186,34.1823,1483,2025-05-29,58.7,68.3,77.9
CSUSB,-117.3186,34.1823,1483,2025-05-30,59.2,70.1,81.0
CSUSB,-117.3186,34.1823,1483,2025-05-31,63.9,81.2,98.5
CSUSB,-117.3186,34.1823,1483,2025-06-01,66.9,81.1,95.2
CSUSB,-117.3186,34.1823,1483,2025-06-02,62.8,73.3,83.9
CSUSB,-117.3186,34.1823,1483,2025-06-03,58.9,70.2,81.5
CSUSB,-117.3186,34.1823,1483,2025-06-04,59.1,67.2,75.3
CSUSB,-117.3186,34.1823,1483,2025-06-05,59.2,68.5,77.8
CSUSB,-117.3186,34.1823,1483,2025-06-06,57.4,68.6,79.9
CSUSB,-117.3186,34.1823,1483,2025-06-07,58.0,69.5,80.9
CSUSB,-117.3186,34.1823,1483,2025-06-08,56.9,68.7,80.4
CSUSB,-117.3186,34.1823,1483,2025-06-09,56.2,70.7,85.3
CSUSB,-117.3186,34.1823,1483,2025-06-10,58.0,71.8,85.5
CSUSB,-117.3186,34.1823,1483,2025-06-11,58.6,74.7,90.8
CSUSB,-117.3186,34.1823,1483,2025-06-12,59.4,74.5,89.5
CSUSB,-117.3186,34.1823,1483,2025-06-13,58.3,72.9,87.5
CSUSB,-117.3186,34.1823,1483,2025-06-14,58.2,73.1,87.9
CSUSB,-117.3186,34.1823,1483,2025-06-15,59.4,76.2,93.0
CSUSB,-117.3186,34.1823,1483,2025-06-16,63.7,81.2,98.7
CSUSB,-117.3186,34.1823,1483,2025-06-17,65.7,80.9,96.1
CSUSB,-117.3186,34.1823,1483,2025-06-18,65.1,80.3,95.4
CSUSB,-117.3186,34.1823,1483,2025-06-19,64.0,79.9,95.8
CSUSB,-117.3186,34.1823,1483,2025-06-20,60.5,73.8,87.1
CSUSB,-117.3186,34.1823,1483,2025-06-21,59.8,71.4,83.1
CSUSB,-117.3186,34.1823,1483,2025-06-22,57.8,66.0,74.2
CSUSB,-117.3186,34.1823,1483,2025-06-23,56.6,69.5,82.3
CSUSB,-117.3186,34.1823,1483,2025-06-24,57.2,68.8,80.5
CSUSB,-117.3186,34.1823,1483,2025-06-25,56.9,68.4,80.0
CSUSB,-117.3186,34.1823,1483,2025-06-26,56.3,71.9,87.4
CSUSB,-117.3186,34.1823,1483,2025-06-27,59.3,74.3,89.2
CSUSB,-117.3186,34.1823,1483,2025-06-28,60.7,75.9,91.0
CSUSB,-117.3186,34.1823,1483,2025-06-29,61.3,77.9,94.5
CSUSB,-117.3186,34.1823,1483,2025-06-30,65.1,80.0,94.9
CSUSB,-117.3186,34.1823,1483,2025-07-01,63.4,78.1,92.8
CSUSB,-117.3186,34.1823,1483,2025-07-02,60.3,75.8,91.3
CSUSB,-117.3186,34.1823,1483,2025-07-03,59.3,73.5,87.7
CSUSB,-117.3186,34.1823,1483,2025-07-04,59.2,74.0,88.8
CSUSB,-117.3186,34.1823,1483,2025-07-05,59.9,75.6,91.4
CSUSB,-117.3186,34.1823,1483,2025-07-06,62.3,78.0,93.7
CSUSB,-117.3186,34.1823,1483,2025-07-07,61.2,77.3,93.3
CSUSB,-117.3186,34.1823,1483,2025-07-08,60.0,76.8,93.6
CSUSB,-117.3186,34.1823,1483,2025-07-09,61.9,78.7,95.5
CSUSB,-117.3186,34.1823,1483,2025-07-10,68.6,83.2,97.7
CSUSB,-117.3186,34.1823,1483,2025-07-11,66.1,82.5,98.9
CSUSB,-117.3186,34.1823,1483,2025-07-12,63.8,78.1,92.4
CSUSB,-117.3186,34.1823,1483,2025-07-13,62.5,76.5,90.6
CSUSB,-117.3186,34.1823,1483,2025-07-14,61.8,76.6,91.3
CSUSB,-117.3186,34.1823,1483,2025-07-15,62.9,77.5,92.0
CSUSB,-117.3186,34.1823,1483,2025-07-16,61.4,75.0,88.7
CSUSB,-117.3186,34.1823,1483,2025-07-17,60.5,75.5,90.5
CSUSB,-117.3186,34.1823,1483,2025-07-18,64.0,77.9,91.7
CSUSB,-117.3186,34.1823,1483,2025-07-19,64.3,74.6,84.9
CSUSB,-117.3186,34.1823,1483,2025-07-20,62.9,76.1,89.3
CSUSB,-117.3186,34.1823,1483,2025-07-21,63.3,75.8,88.2
CSUSB,-117.3186,34.1823,1483,2025-07-22,63.3,72.5,81.6
CSUSB,-117.3186,34.1823,1483,2025-07-23,61.9,71.7,81.5
CSUSB,-117.3186,34.1823,1483,2025-07-24,59.6,73.4,87.2
CSUSB,-117.3186,34.1823,1483,2025-07-25,58.4,72.9,87.4
CSUSB,-117.3186,34.1823,1483,2025-07-26,57.8,71.0,84.2
CSUSB,-117.3186,34.1823,1483,2025-07-27,57.0,70.2,83.4
CSUSB,-117.3186,34.1823,1483,2025-07-28,57.5,71.7,85.9
CSUSB,-117.3186,34.1823,1483,2025-07-29,59.0,73.5,87.9
CSUSB,-117.3186,34.1823,1483,2025-07-30,60.2,75.9,91.6
CSUSB,-117.3186,34.1823,1483,2025-07-31,63.3,77.4,91.5
CSUSB,-117.3186,34.1823,1483,2025-08-01,63.1,78.6,94.1
CSUSB,-117.3186,34.1823,1483,2025-08-02,61.7,77.1,92.6
CSUSB,-117.3186,34.1823,1483,2025-08-03,60.6,77.1,93.7
CSUSB,-117.3186,34.1823,1483,2025-08-04,62.8,78.0,93.3
CSUSB,-117.3186,34.1823,1483,2025-08-05,65.0,78.6,92.1
CSUSB,-117.3186,34.1823,1483,2025-08-06,64.2,79.6,95.1
CSUSB,-117.3186,34.1823,1483,2025-08-07,67.3,83.3,99.3
CSUSB,-117.3186,34.1823,1483,2025-08-08,70.1,86.3,102.6
CSUSB,-117.3186,34.1823,1483,2025-08-09,68.2,83.7,99.2
CSUSB,-117.3186,34.1823,1483,2025-08-10,66.7,82.4,98.1
CSUSB,-117.3186,34.1823,1483,2025-08-11,67.7,82.0,96.3
CSUSB,-117.3186,34.1823,1483,2025-08-12,67.7,82.1,96.5
CSUSB,-117.3186,34.1823,1483,2025-08-13,64.5,79.6,94.6
CSUSB,-117.3186,34.1823,1483,2025-08-14,63.4,77.5,91.5
CSUSB,-117.3186,34.1823,1483,2025-08-15,62.7,76.7,90.6
CSUSB,-117.3186,34.1823,1483,2025-08-16,60.9,74.4,87.8
CSUSB,-117.3186,34.1823,1483,2025-08-17,61.0,72.9,84.8
CSUSB,-117.3186,34.1823,1483,2025-08-18,60.5,74.5,88.5
CSUSB,-117.3186,34.1823,1483,2025-08-19,62.9,78.2,93.5
CSUSB,-117.3186,34.1823,1483,2025-08-20,65.4,80.0,94.6
CSUSB,-117.3186,34.1823,1483,2025-08-21,67.2,83.8,100.3
CSUSB,-117.3186,34.1823,1483,2025-08-22,74.5,89.1,103.7
CSUSB,-117.3186,34.1823,1483,2025-08-23,73.8,88.2,102.6
CSUSB,-117.3186,34.1823,1483,2025-08-24,71.3,83.6,95.9
CSUSB,-117.3186,34.1823,1483,2025-08-25,72.2,85.4,98.6
CSUSB,-117.3186,34.1823,1483,2025-08-26,71.2,84.9,98.6
CSUSB,-117.3186,34.1823,1483,2025-08-27,70.4,81.6,92.8
CSUSB,-117.3186,34.1823,1483,2025-08-28,69.2,82.3,95.4
CSUSB,-117.3186,34.1823,1483,2025-08-29,68.1,77.2,86.3
CSUSB,-117.3186,34.1823,1483,2025-08-30,66.9,80.5,94.1
CSUSB,-117.3186,34.1823,1483,2025-08-31,69.2,83.5,97.7
CSUSB,-117.3186,34.1823,1483,2025-09-01,69.9,85.0,100.1

CSULB,-118.1146,33.7821,26,2025-03-01,52.8,61.7,70.7
CSULB,-118.1146,33.7821,26,2025-03-02,53.1,58.0,62.9
CSULB,-118.1146,33.7821,26,2025-03-03,49.3,55.9,62.4
CSULB,-118.1146,33.7821,26,2025-03-04,47.3,55.8,64.4
CSULB,-118.1146,33.7821,26,2025-03-05,48.6,57.0,65.3
CSULB,-118.1146,33.7821,26,2025-03-06,48.7,53.8,58.9
CSULB,-118.1146,33.7821,26,2025-03-07,43.6,50.7,57.7
CSULB,-118.1146,33.7821,26,2025-03-08,42.8,52.9,63.0
CSULB,-118.1146,33.7821,26,2025-03-09,43.7,54.3,64.8
CSULB,-118.1146,33.7821,26,2025-03-10,45.0,58.1,71.2
CSULB,-118.1146,33.7821,26,2025-03-11,45.8,57.0,68.2
CSULB,-118.1146,33.7821,26,2025-03-12,52.5,57.0,61.4
CSULB,-118.1146,33.7821,26,2025-03-13,50.1,56.2,62.3
CSULB,-118.1146,33.7821,26,2025-03-14,48.2,53.0,57.8
CSULB,-118.1146,33.7821,26,2025-03-15,45.2,48.9,52.6
CSULB,-118.1146,33.7821,26,2025-03-16,43.6,53.2,62.9
CSULB,-118.1146,33.7821,26,2025-03-17,44.8,55.6,66.4
CSULB,-118.1146,33.7821,26,2025-03-18,48.8,56.9,65.1
CSULB,-118.1146,33.7821,26,2025-03-19,46.4,57.0,67.5
CSULB,-118.1146,33.7821,26,2025-03-20,46.3,61.3,76.2
CSULB,-118.1146,33.7821,26,2025-03-21,47.4,58.2,69.0
CSULB,-118.1146,33.7821,26,2025-03-22,47.9,60.5,73.0
CSULB,-118.1146,33.7821,26,2025-03-23,50.9,59.9,69.0
CSULB,-118.1146,33.7821,26,2025-03-24,54.1,61.0,67.9
CSULB,-118.1146,33.7821,26,2025-03-25,53.0,65.3,77.5
CSULB,-118.1146,33.7821,26,2025-03-26,54.2,61.2,68.2
CSULB,-118.1146,33.7821,26,2025-03-27,55.9,59.5,63.1
CSULB,-118.1146,33.7821,26,2025-03-28,55.9,61.2,66.5
CSULB,-118.1146,33.7821,26,2025-03-29,53.9,60.2,66.6
CSULB,-118.1146,33.7821,26,2025-03-30,51.8,58.6,65.5
CSULB,-118.1146,33.7821,26,2025-03-31,54.3,59.5,64.7
CSULB,-118.1146,33.7821,26,2025-04-01,53.9,59.2,64.4
CSULB,-118.1146,33.7821,26,2025-04-02,50.5,57.4,64.3
CSULB,-118.1146,33.7821,26,2025-04-03,49.3,56.9,64.5
CSULB,-118.1146,33.7821,26,2025-04-04,46.5,54.8,63.0
CSULB,-118.1146,33.7821,26,2025-04-05,45.7,57.7,69.8
CSULB,-118.1146,33.7821,26,2025-04-06,47.0,62.5,78.1
CSULB,-118.1146,33.7821,26,2025-04-07,48.3,63.4,78.5
CSULB,-118.1146,33.7821,26,2025-04-08,49.0,59.7,70.5
CSULB,-118.1146,33.7821,26,2025-04-09,51.8,60.6,69.5
CSULB,-118.1146,33.7821,26,2025-04-10,52.5,62.8,73.2
CSULB,-118.1146,33.7821,26,2025-04-11,52.9,65.5,78.1
CSULB,-118.1146,33.7821,26,2025-04-12,54.4,64.4,74.4
CSULB,-118.1146,33.7821,26,2025-04-13,56.5,62.0,67.6
CSULB,-118.1146,33.7821,26,2025-04-14,55.2,60.7,66.3
CSULB,-118.1146,33.7821,26,2025-04-15,52.6,59.8,67.1
CSULB,-118.1146,33.7821,26,2025-04-16,55.5,60.2,64.8
CSULB,-118.1146,33.7821,26,2025-04-17,56.6,61.6,66.7
CSULB,-118.1146,33.7821,26,2025-04-18,55.1,58.9,62.8
CSULB,-118.1146,33.7821,26,2025-04-19,48.7,56.4,64.2
CSULB,-118.1146,33.7821,26,2025-04-20,47.6,59.7,71.8
CSULB,-118.1146,33.7821,26,2025-04-21,49.6,60.5,71.4
CSULB,-118.1146,33.7821,26,2025-04-22,51.2,60.5,69.8
CSULB,-118.1146,33.7821,26,2025-04-23,54.5,60.3,66.1
CSULB,-118.1146,33.7821,26,2025-04-24,56.8,60.4,64.0
CSULB,-118.1146,33.7821,26,2025-04-25,56.5,61.5,66.5
CSULB,-118.1146,33.7821,26,2025-04-26,53.3,58.8,64.4
CSULB,-118.1146,33.7821,26,2025-04-27,49.0,56.4,63.7
CSULB,-118.1146,33.7821,26,2025-04-28,49.9,56.9,63.9
CSULB,-118.1146,33.7821,26,2025-04-29,50.1,58.6,67.1
CSULB,-118.1146,33.7821,26,2025-04-30,51.1,60.4,69.7
CSULB,-118.1146,33.7821,26,2025-05-01,57.2,62.1,67.0
CSULB,-118.1146,33.7821,26,2025-05-02,57.6,62.8,68.0
CSULB,-118.1146,33.7821,26,2025-05-03,58.2,63.0,67.8
CSULB,-118.1146,33.7821,26,2025-05-04,56.5,60.5,64.4
CSULB,-118.1146,33.7821,26,2025-05-05,56.4,59.8,63.2
CSULB,-118.1146,33.7821,26,2025-05-06,56.4,60.6,64.8
CSULB,-118.1146,33.7821,26,2025-05-07,57.7,61.5,65.3
CSULB,-118.1146,33.7821,26,2025-05-08,55.0,63.0,71.0
CSULB,-118.1146,33.7821,26,2025-05-09,54.7,66.1,77.4
CSULB,-118.1146,33.7821,26,2025-05-10,56.8,71.4,86.0
CSULB,-118.1146,33.7821,26,2025-05-11,58.6,75.3,92.0
CSULB,-118.1146,33.7821,26,2025-05-12,59.8,70.2,80.7
CSULB,-118.1146,33.7821,26,2025-05-13,56.5,63.1,69.8
CSULB,-118.1146,33.7821,26,2025-05-14,53.5,60.5,67.5
CSULB,-118.1146,33.7821,26,2025-05-15,53.7,62.6,71.4
CSULB,-118.1146,33.7821,26,2025-05-16,56.4,63.3,70.3
CSULB,-118.1146,33.7821,26,2025-05-17,59.3,63.8,68.3
CSULB,-118.1146,33.7821,26,2025-05-18,56.9,61.4,66.0
CSULB,-118.1146,33.7821,26,2025-05-19,55.3,63.3,71.4
CSULB,-118.1146,33.7821,26,2025-05-20,55.2,66.7,78.2
CSULB,-118.1146,33.7821,26,2025-05-21,57.5,69.9,82.3
CSULB,-118.1146,33.7821,26,2025-05-22,60.6,70.9,81.2
CSULB,-118.1146,33.7821,26,2025-05-23,61.3,67.1,73.0
CSULB,-118.1146,33.7821,26,2025-05-24,61.4,66.2,71.0
CSULB,-118.1146,33.7821,26,2025-05-25,61.1,65.7,70.3
CSULB,-118.1146,33.7821,26,2025-05-26,61.3,66.3,71.3
CSULB,-118.1146,33.7821,26,2025-05-27,61.2,66.5,71.8
CSULB,-118.1146,33.7821,26,2025-05-28,62.5,67.2,72.0
CSULB,-118.1146,33.7821,26,2025-05-29,61.7,66.0,70.4
CSULB,-118.1146,33.7821,26,2025-05-30,60.2,66.4,72.6
CSULB,-118.1146,33.7821,26,2025-05-31,61.2,73.5,85.8
CSULB,-118.1146,33.7821,26,2025-06-01,62.6,70.3,78.0
CSULB,-118.1146,33.7821,26,2025-06-02,60.6,72.3,84.1
CSULB,-118.1146,33.7821,26,2025-06-03,61.2,67.7,74.2
CSULB,-118.1146,33.7821,26,2025-06-04,61.0,65.4,69.7
CSULB,-118.1146,33.7821,26,2025-06-05,60.6,65.5,70.3
CSULB,-118.1146,33.7821,26,2025-06-06,60.6,65.9,71.1
CSULB,-118.1146,33.7821,26,2025-06-07,61.6,65.8,70.0
CSULB,-118.1146,33.7821,26,2025-06-08,60.8,65.4,70.0
CSULB,-118.1146,33.7821,26,2025-06-09,59.9,65.5,71.2
CSULB,-118.1146,33.7821,26,2025-06-10,60.7,65.1,69.5
CSULB,-118.1146,33.7821,26,2025-06-11,61.7,67.4,73.2
CSULB,-118.1146,33.7821,26,2025-06-12,61.8,66.9,72.1
CSULB,-118.1146,33.7821,26,2025-06-13,61.6,66.3,71.0
CSULB,-118.1146,33.7821,26,2025-06-14,61.7,67.2,72.6
CSULB,-118.1146,33.7821,26,2025-06-15,59.8,68.9,77.9
CSULB,-118.1146,33.7821,26,2025-06-16,60.7,71.8,82.9
CSULB,-118.1146,33.7821,26,2025-06-17,61.2,71.2,81.2
CSULB,-118.1146,33.7821,26,2025-06-18,61.1,70.9,80.7
CSULB,-118.1146,33.7821,26,2025-06-19,61.2,69.6,78.0
CSULB,-118.1146,33.7821,26,2025-06-20,63.3,69.1,75.0
CSULB,-118.1146,33.7821,26,2025-06-21,62.5,67.7,72.8
CSULB,-118.1146,33.7821,26,2025-06-22,58.5,64.7,71.0
CSULB,-118.1146,33.7821,26,2025-06-23,58.3,67.3,76.2
CSULB,-118.1146,33.7821,26,2025-06-24,61.0,66.0,70.9
CSULB,-118.1146,33.7821,26,2025-06-25,60.9,66.7,72.6
CSULB,-118.1146,33.7821,26,2025-06-26,62.5,69.0,75.4
CSULB,-118.1146,33.7821,26,2025-06-27,63.3,68.9,74.5
CSULB,-118.1146,33.7821,26,2025-06-28,62.6,68.6,74.5
CSULB,-118.1146,33.7821,26,2025-06-29,60.6,71.3,82.1
CSULB,-118.1146,33.7821,26,2025-06-30,60.1,70.5,80.8
CSULB,-118.1146,33.7821,26,2025-07-01,59.8,70.0,80.1
CSULB,-118.1146,33.7821,26,2025-07-02,61.0,68.7,76.3
CSULB,-118.1146,33.7821,26,2025-07-03,62.6,67.7,72.8
CSULB,-118.1146,33.7821,26,2025-07-04,63.2,67.9,72.7
CSULB,-118.1146,33.7821,26,2025-07-05,61.6,70.9,80.1
CSULB,-118.1146,33.7821,26,2025-07-06,60.3,70.4,80.6
CSULB,-118.1146,33.7821,26,2025-07-07,59.7,68.5,77.4
CSULB,-118.1146,33.7821,26,2025-07-08,59.8,69.4,79.0
CSULB,-118.1146,33.7821,26,2025-07-09,59.6,70.4,81.2
CSULB,-118.1146,33.7821,26,2025-07-10,61.1,72.1,83.2
CSULB,-118.1146,33.7821,26,2025-07-11,60.6,70.3,80.0
CSULB,-118.1146,33.7821,26,2025-07-12,63.8,69.0,74.1
CSULB,-118.1146,33.7821,26,2025-07-13,63.9,69.4,75.0
CSULB,-118.1146,33.7821,26,2025-07-14,62.3,69.6,77.0
CSULB,-118.1146,33.7821,26,2025-07-15,62.0,67.9,73.8
CSULB,-118.1146,33.7821,26,2025-07-16,63.5,68.3,73.1
CSULB,-118.1146,33.7821,26,2025-07-17,62.6,68.9,75.2
CSULB,-118.1146,33.7821,26,2025-07-18,62.2,71.4,80.5
CSULB,-118.1146,33.7821,26,2025-07-19,64.1,71.1,78.0
CSULB,-118.1146,33.7821,26,2025-07-20,65.5,70.3,75.0
CSULB,-118.1146,33.7821,26,2025-07-21,65.6,70.2,74.9
CSULB,-118.1146,33.7821,26,2025-07-22,65.5,70.2,74.9
CSULB,-118.1146,33.7821,26,2025-07-23,65.1,71.1,77.0
CSULB,-118.1146,33.7821,26,2025-07-24,59.9,69.4,78.9
CSULB,-118.1146,33.7821,26,2025-07-25,59.4,69.3,79.2
CSULB,-118.1146,33.7821,26,2025-07-26,60.7,68.1,75.5
CSULB,-118.1146,33.7821,26,2025-07-27,60.2,68.0,75.7
CSULB,-118.1146,33.7821,26,2025-07-28,61.0,69.4,77.8
CSULB,-118.1146,33.7821,26,2025-07-29,60.8,69.0,77.2
CSULB,-118.1146,33.7821,26,2025-07-30,61.6,70.1,78.6
CSULB,-118.1146,33.7821,26,2025-07-31,61.2,70.5,79.8
CSULB,-118.1146,33.7821,26,2025-08-01,60.9,68.9,76.9
CSULB,-118.1146,33.7821,26,2025-08-02,62.3,69.5,76.6
CSULB,-118.1146,33.7821,26,2025-08-03,62.2,70.9,79.7
CSULB,-118.1146,33.7821,26,2025-08-04,63.3,71.5,79.7
CSULB,-118.1146,33.7821,26,2025-08-05,63.4,71.7,80.0
CSULB,-118.1146,33.7821,26,2025-08-06,63.9,71.9,80.0
CSULB,-118.1146,33.7821,26,2025-08-07,63.3,75.1,86.9
CSULB,-118.1146,33.7821,26,2025-08-08,63.1,75.9,88.6
CSULB,-118.1146,33.7821,26,2025-08-09,64.0,72.5,80.9
CSULB,-118.1146,33.7821,26,2025-08-10,63.5,72.0,80.5
CSULB,-118.1146,33.7821,26,2025-08-11,63.1,70.7,78.4
CSULB,-118.1146,33.7821,26,2025-08-12,62.9,69.9,76.8
CSULB,-118.1146,33.7821,26,2025-08-13,66.1,71.0,75.9
CSULB,-118.1146,33.7821,26,2025-08-14,66.2,71.4,76.5
CSULB,-118.1146,33.7821,26,2025-08-15,65.2,70.3,75.3
